epoch,acc,loss,val_acc,val_loss
0,0.91488093,0.2293262379133098,0.9524941,0.13331853052557902
1,0.90833336,0.22953901068484855,0.95486933,0.1315590913385846
2,0.91369045,0.22915874154395646,0.9263658,0.19035662624032
3,0.91964287,0.22130192872802062,0.9477435,0.14687657282622749
4,0.92083335,0.21222696310308362,0.9453682,0.15293901755886022
5,0.92142856,0.20902362552338413,0.9477435,0.13075869812002017
6,0.91488093,0.21624361127171488,0.9453682,0.13079708381989147
7,0.90833336,0.23092025048321202,0.9477435,0.1339885579898607
8,0.9089286,0.22118360443883353,0.94299287,0.15771605122054733
9,0.91964287,0.2198948261350216,0.9524941,0.13782410488225694
10,0.9184524,0.21043919080070086,0.9524941,0.12943298357733807
11,0.9160714,0.20660317868792585,0.96437055,0.12040108368667059
12,0.9202381,0.20854096773213573,0.96912116,0.11648076720709025
13,0.9166667,0.21201475063848885,0.9501188,0.13999675179636756
14,0.93035716,0.2022786082899464,0.94061756,0.1471591591835022
15,0.92142856,0.2242580950814521,0.95486933,0.12729790172171454
16,0.9166667,0.20480647315049455,0.9524941,0.1343352512434818
17,0.9154762,0.21878695493519662,0.9524941,0.13238581589986245
18,0.927381,0.19780494625281012,0.96437055,0.11692360680290433
19,0.9345238,0.19749053308208073,0.95486933,0.11259241129250028
20,0.9291667,0.1985274098891144,0.96199524,0.10149728348695261
21,0.93095237,0.2111633283729177,0.95724463,0.12438769075413082
22,0.91964287,0.2047628758120395,0.96199524,0.09512864856785813
23,0.92202383,0.201784581034666,0.9524941,0.1547535935979943
24,0.9380952,0.17977957354326332,0.96437055,0.1033417915188989
25,0.9166667,0.20756388548761606,0.96912116,0.10383649912749439
26,0.93273807,0.18672569699230648,0.96912116,0.08814177372449533
27,0.93988097,0.17025689991368426,0.96674585,0.09827827384998632
28,0.93035716,0.18586164315430714,0.96199524,0.1163907221323529
29,0.93035716,0.18242596463200503,0.96199524,0.11150708185985338
