epoch,acc,loss,val_acc,val_loss
0,0.91071427,0.22008969888875504,0.9287411,0.14332640656205112
1,0.93214285,0.1701166886320737,0.98574823,0.06966479072823774
2,0.927381,0.18862133769462594,0.98812354,0.05575367853825176
3,0.927381,0.19668516447945011,0.96912116,0.08055790518085625
4,0.9458333,0.14912073011510074,0.98574823,0.05536069201987757
5,0.9285714,0.18673707683393287,0.9501188,0.11493430941279024
6,0.947619,0.1497819332511253,0.9786223,0.0594692810663282
7,0.94404763,0.1568560222984247,0.9809976,0.05911153955601676
8,0.9494048,0.13315194649233794,0.95961994,0.11516545980973819
9,0.95535713,0.12915912948803798,0.96199524,0.1052212857879525
10,0.92440474,0.19628252255469783,0.96437055,0.08688922910030585
11,0.95238096,0.13811127481416666,0.9049881,0.2909606191448781
12,0.95357144,0.12751496557722844,0.96912116,0.0744409516567451
13,0.95238096,0.15434655205241316,0.96674585,0.07360119471423934
14,0.95,0.13791195638588674,0.9738717,0.07311113632479033
15,0.9577381,0.12121463252558551,0.96199524,0.09416818528078756
16,0.95714283,0.11426153509057171,0.93824226,0.16149107824301526
17,0.9559524,0.12085601821586135,0.9928741,0.02716960671200785
18,0.9559524,0.10740675970113703,0.9192399,0.1961071074779178
19,0.96190476,0.12583930108285996,0.96674585,0.06531405136216605
20,0.9672619,0.09174452822272931,0.97149646,0.07024387104707404
21,0.9595238,0.11260411055575657,0.9002375,0.3324028922916325
22,0.96190476,0.11186418154725938,0.98812354,0.022272720619925124
23,0.9607143,0.11238151624170964,0.935867,0.18781716269738755
24,0.96369046,0.10422972917582402,0.9952494,0.021153031152586432
25,0.96011907,0.11938672275469539,0.9786223,0.04874768099872136
26,0.9672619,0.0929530391132132,0.9928741,0.018854116529245256
27,0.9511905,0.14679647170955182,0.9833729,0.05574417415473997
28,0.9625,0.11234712410008624,0.96674585,0.0809091102821904
29,0.9654762,0.09921589979854789,0.98812354,0.03224766574059559
