epoch,acc,loss,val_acc,val_loss
0,0.7470238,0.5338839409606797,0.8764846,0.2960993614654208
1,0.8422619,0.37443629643391996,0.9026128,0.232747134081153
2,0.85833335,0.32390394771382924,0.9334917,0.21102079437222593
3,0.8833333,0.28781359099472564,0.9097387,0.21989222784894843
4,0.9071429,0.24193814253833676,0.95486933,0.12419556111617144
5,0.9053571,0.24137406708628295,0.9263658,0.1516145806283105
6,0.9184524,0.20591053740853177,0.9524941,0.1140455938361282
7,0.93095237,0.18985890880382308,0.95724463,0.0899379376557569
8,0.9285714,0.16685215022326225,0.97149646,0.08342591929790932
9,0.9386905,0.17980798866067613,0.9738717,0.07197684361491093
10,0.93154764,0.1615962781389022,0.9809976,0.055115238419560675
11,0.94345236,0.1645083124084132,0.9738717,0.06068402931207877
12,0.95178574,0.13665740086885525,0.95961994,0.06834470284398818
13,0.9654762,0.10973234022440877,0.95724463,0.0907687446492356
14,0.96369046,0.10194730081795049,0.96912116,0.07704785264616286
15,0.95357144,0.13100133352868615,0.935867,0.14717032148862844
16,0.96130955,0.12121202441076526,0.976247,0.08131479491414718
17,0.96130955,0.11768252155300052,0.96437055,0.07388974222094687
18,0.96369046,0.1140994642129434,0.98812354,0.05210302587122072
19,0.95416665,0.13222430987350112,0.99049884,0.035602724455773484
20,0.9678571,0.09917306179773905,0.99049884,0.035922656023907366
21,0.96666664,0.10009218847456698,0.976247,0.06162365757217929
22,0.9702381,0.08948158445197069,0.99049884,0.02107365226757518
23,0.9595238,0.11257331653766978,0.9833729,0.0685203262945897
24,0.97559524,0.07775948257074647,0.99049884,0.02292824624008824
25,0.9815476,0.07271058229768339,0.95961994,0.10766849478741913
26,0.9779762,0.07469858858495995,0.9928741,0.02728219738576648
27,0.9779762,0.07925202075628997,0.98574823,0.036760920081368845
28,0.96666664,0.08801489458779715,0.9928741,0.03581614422863674
29,0.98333335,0.052777392414836435,0.98574823,0.04472983570303768
