epoch,acc,loss,val_acc,val_loss
0,0.96011907,0.10955824626961701,0.99049884,0.03046043093467614
1,0.95535713,0.13644830275387948,0.9928741,0.02825935344146781
2,0.95238096,0.13326446769947542,0.9786223,0.07177219934609913
3,0.96369046,0.10970851931987065,0.98812354,0.034819205139281745
4,0.96130955,0.11054392544818777,0.9287411,0.14741978483534482
5,0.9684524,0.09871959945372683,0.96437055,0.09045228463608425
6,0.9452381,0.15041499287915594,0.95961994,0.1401269590071955
7,0.9660714,0.11173748721817642,0.98812354,0.037982868099704296
8,0.9690476,0.09102849198929366,0.99049884,0.0507431952925778
9,0.9625,0.11558925907038861,0.9263658,0.18891646721884933
10,0.9565476,0.12367348603826638,0.99049884,0.03129985111462342
11,0.9672619,0.10628710444836456,0.96912116,0.07912947536922645
12,0.96666664,0.09108763699242402,0.98574823,0.03848539677524376
13,0.96488094,0.10970904858896531,0.97149646,0.0801916710279752
14,0.96011907,0.11307885067210355,0.9952494,0.021636314445099426
15,0.96666664,0.08977930384892152,0.9928741,0.028393488705596822
16,0.9690476,0.09783743446331798,0.9809976,0.050274398643523455
17,0.9589286,0.10778893450801011,0.97149646,0.10737189166735164
18,0.96369046,0.10905382664696801,0.9809976,0.06384148769524642
19,0.9720238,0.08192725944172707,0.98812354,0.033959945127081
20,0.9690476,0.09592354012524343,0.9809976,0.06282093745742946
21,0.97380954,0.08791635640955064,0.9928741,0.03622467665889755
22,0.9791667,0.07054869723582496,0.99049884,0.02706124109952429
23,0.95178574,0.13418347229127817,0.9738717,0.07310364857841155
24,0.9654762,0.09019711015259547,0.976247,0.07588639689696043
