epoch,acc,loss,val_acc,val_loss
0,0.65394974,0.6251353698597027,0.825,0.43829251772591044
1,0.7504488,0.5157951368671078,0.825,0.41896655776404906
2,0.77333933,0.48158334893854987,0.85892856,0.37202691359977635
3,0.80116695,0.4564386563111411,0.8517857,0.3623959330974945
4,0.8087971,0.44432056203310644,0.88214284,0.32440815546682905
5,0.81867146,0.4318803502163136,0.88214284,0.33761259324715603
6,0.8137343,0.4296950725537576,0.86964285,0.3524515485124929
7,0.8087971,0.44352543619386114,0.875,0.3458133182970674
8,0.83213645,0.39396582963530313,0.89285713,0.30660654940376325
9,0.8366248,0.3874047267454705,0.8732143,0.3318572133180818
10,0.8330341,0.39540023449181344,0.89107144,0.29416785194605055
11,0.83752245,0.36945728023989627,0.89464283,0.2962212202338768
12,0.8442549,0.362333020349192,0.89464283,0.2683002712437883
13,0.8545781,0.353169174554726,0.89285713,0.2942917242513171
14,0.8599641,0.34684419124412286,0.9,0.2786971926356533
15,0.86041296,0.3394628282029456,0.9035714,0.2755253524186888
16,0.85412925,0.33449016441632884,0.87857145,0.2979591821786016
17,0.85412925,0.33612926171998925,0.90178573,0.2640362994404443
18,0.8608618,0.3374482408898282,0.90178573,0.25487381181613145
19,0.8644524,0.3279160644681004,0.9053571,0.24874586288517872
20,0.8644524,0.3204224464695489,0.6982143,0.5499699990198549
21,0.86535007,0.3271368426969693,0.89464283,0.2553437766452719
22,0.86490124,0.3296939478794203,0.9160714,0.24921294715022668
23,0.87163377,0.30901675201393164,0.8839286,0.2622370409829143
24,0.86535007,0.32103815984003464,0.86785716,0.2969547593051435
25,0.8666966,0.3175082973449506,0.90178573,0.2449441661592573
26,0.8752244,0.30266813755323196,0.9142857,0.22843160795413756
27,0.8837522,0.30258305122798074,0.86785716,0.3118904145002099
28,0.88464993,0.284015825256238,0.91964287,0.23191919327447458
29,0.88420105,0.3105381632570045,0.9071429,0.2507403040986641
